ref_area.label;source.label;indicator.label;classif1.label;time;obs_value
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;512921
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;54971
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;157186
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;96468
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;700
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;29344
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;301395
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;72
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;50493
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;155155
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;10744
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;12842
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;41411
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;25872
Bahamas;LFS - Labour Force & Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;211325
Bahamas;LFS - Labour Force & Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;57533
Bahamas;LFS - Labour Force & Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;121942
Bahamas;LFS - Labour Force & Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;31145
Bahamas;LFS - Labour Force & Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;1
Bahamas;LFS - Labour Force & Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;1918
Bahamas;LFS - Labour Force & Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;
Bahamas;LFS - Labour Force & Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;1571
Bahamas;LFS - Labour Force & Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;
Bahamas;LFS - Labour Force & Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;0
Bahamas;LFS - Labour Force & Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;5946
Bahamas;LFS - Labour Force & Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;1726
Bahamas;LFS - Labour Force & Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;3763
Bahamas;LFS - Labour Force & Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;0
Bahamas;LFS - Labour Force & Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;18193
Bahamas;LFS - Labour Force & Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;2505
Bahamas;LFS - Labour Force & Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;12853
Bahamas;LFS - Labour Force & Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;2834
Bahamas;LFS - Labour Force & Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;113
Bahamas;LFS - Labour Force & Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;25901
Bahamas;LFS - Labour Force & Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;70831
Bahamas;LFS - Labour Force & Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;15917
Bahamas;LFS - Labour Force & Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;
Bahamas;LFS - Labour Force & Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;65459
Bahamas;LFS - Labour Force & Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;26292
Bahamas;LFS - Labour Force & Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;29416
Bahamas;LFS - Labour Force & Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;9705
Bahamas;LFS - Labour Force & Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;
Bahamas;LFS - Labour Force & Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Not classified;2019;1
Bahamas;LFS - Labour Force & Household Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Not classified;2019;
